product_url,count
https://www.tcgplayer.com/product/45143?ListingType=standard&page=1&Condition=Lightly+Played|Near+Mint&Printing=1st+Edition+Holofoil&Language=English,4
https://www.tcgplayer.com/product/45143?ListingType=standard&page=1&Condition=Lightly+Played%7CNear+Mint&Printing=1st+Edition+Holofoil&Language=English,4
